Company,Domain,Number of Reviews,Trustscore,Combined_Score,5 stars reviews percentage,4 stars reviews percentage,3 stars reviews percentage,2 stars reviews percentage,1 star reviews percentage,Company VADER Sentiment Score,Company TextBlob Sentiment Score,Company BERT Sentiment Score,review_id,Review Stars,Review Comment,Review Length,Company Response,VADER Sentiment Score,TextBlob Sentiment Score,BERT Sentiment Score
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,c5fb363c84d79b814b20115d41af215d,1,Banker was not kind or understanding. She was more interested in trying to find a scam than she was in helping me set up a small business accout. She went so far as to say scammers loved to target old people. She was nosy and unprofessional. ,46,Company has NOT responded to this review.,-1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,e19eb48f67786c6e257788f5c27bdcef,1,Banks online system doesn't work!!!!  Press 1 or 2.  I tried over and over then u get a are you there?    System is a joke!!! Switching to Chase!!!,28,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,0f47d1b10ac0b98b56f8c4959f48af1e,4,Banks vary depending on location and staff. Edinburgh indiana and kankakee il are awful. Skokie is great,17,,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,cbd3543e7f303744f9d1a054a4b378b0,1,BBVA credit customer trying to get online account set up.....thought BBVA was poor.....PNC is pathetic!  Three times I have tried to reach customer service.....after 25 min wait each time they do not have the answer then I get timed out to be thrown back into the 25 min queue.  Really?!?!?!? Do these bank execs actually expect to retain customers?,59,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,a44db4bc9ff73fab5904a06e889d1ad5,1,BBVA customer who had my auto loan acct. Spent 3 hours on the phone with cusomer service trying to get a web account opened. No one wanted to help me repeatedly hung up on me RUDE PEOPLE no help at all.  worse curstomer service eperience... still don't have a web account DO NOT USE THIS BANK THERE ARE BETTER ONES,60,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,9743a49c19e2d9b48fe2d016ba2ccef7,1,BBVA had an award-winning app! And now I'm working with a company that barely has an app. I do my business overnight and this is when I need to move money... this is when I need to bank. Just about every other day they have scheduled maintenance for the f#*&$ing app as well as the online portal. If only I could use one of the sites I would be able to manage but they shut both the app and online banking down at the same time and I am so frustrated and I am just done with this bank. I am going somewhere else.,104,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,6f18b6d8c34c87da4916a00374d5729c,1,"BBVA was 10x the bank PNC will ever be. I got forced to bank with PNC after they bought out BBVA. Since then their banking app is has crashed at least once every other day, they are charging banking fees on everything, account have fees, cashier's checks are 3x more to buy, customer service is handled from out of the country 40% of the time and sometimes getting a live person to talk to can take up to 2+ hours, yes I have waited. I am sure their are a myriad of other hidden fees I haven't had the nightmare of discovering yet. For anyone thinking about using PNC, DON'T!! BBVA and it's customers are being cannibalized  strictly for profit, PNC literally turned an awesome bank into a nightmare in less than 10 months.",134,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,085fea7f69e9b62a93cf6e2d202d5486,5,"Been banking with PNC for over 5 years. It was the easiest bank to open an account with that can all be easily done online. When I moved from NYC to North Carolina, found so many branches here with friendly customer service. I have their banking app and is very happy with all their financial features. The Zelle app is especially useful. Love banking with them!",66,,1,1,1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,0da66b79998751320f547d3e18563552,1,"Been banking with them since I was 18, I am now 23 and learning more about finances, they are big scams when it comes to fees, the online banking and app are always Unavailable when I need to track expenses, Constant late withdrawals causing overdrafts, lots of overdraft fees and random fees just a nightmare, don't bank with PNC",59,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,f013dfc8e0c70f0db66c6906111988a5,1,"Been making car payments there for several years. Been nothing but a hassle and long waits since day one. Go today and they tell me there’s only one teller and she wax on lunch and wouldn’t be back for a half hour and told me to drive to other locations that were much farther away-really?! It’s a bank!  I’m giving you money but no one is available to take it?!  Wow!  I understand businesses are short staffed everywhere, but if someone can’t sit at a desk by the door to tell me this why can’t she wait on customers while the one and only teller is on lunch? Just completely unbelievably terrible customer service. I can’t wait til I’m done paying this loan cause I would never use them again!",130,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,c56d04dd746015c24e611df45bfd729b,1,Been on hold for 2 hours after waiting 30 min to speak to someone just to get transferred to I assume no one at this point.,26,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,c64717a16ed4a80ee825643e2cc6c222,1,"Been using PNC online banking for years. They messed it up so bad they had to pay me for 6 overdue fees about 3 years ago, and totally destroyed my history of payments. 'Now, after changing my credit card twice this year for fraud issues *theirs, not mine) a payment went to the wrong card number.  On the phone some female twit wouldn't get a supervisor when I requested one, and insisted i maka a payment (including fees) to reinstate the card.  I am either getting this fixed or will sue, knowing I won' break even.",96,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,757649d32c8257e57ef199e787a8dd56,5,"Been with them for 30 years never had a problem I trust them and their website is excellent. I don't use them on mobile. I don't use any bank or credit card on mobile if you do that you're taking a huge risk in these days. When people can hack your phone just by walking past you PNC bank,  Is a good bank despite all of the low reviews?",69,,1,1,1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,394ec8379f94adc5dd9625648cf78834,1,"Been with this bank since 1999. The quality of service completely went down. They will ""fee"" you to death! I just got a $3  fee for transferring money between  my PNC accounts online.  When did this fee start?",38,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,97ec1ab21dd6560630118e99de6d1c31,1,"Before I start unloading, I must say that one positive aspect of banking with PNC has been um, well uhh... Hmm, I guess nothing!Seriously though, please think long and hard about banking with PNC before opening an account. And if you then decide it's a good idea, think long and hard about it some more.Ok look. For starters, the PNC mobile banking app is terrible. Repeat after me: Ter-ri-ble!!!  It is unexpectedly 'down for maintenance' more than any app I've ever used. I'm sure others will agree. Yep, little to no warning. Just, randomly you will go to make a transaction and upon opening the app - 'Sorry! Closed for maintenance!' Especially at night! So if you are a night owl, beware!The other thing I want to make clear is how undeniably shady they are with how they handle and process your money. Transactions can -and will- be in 'pending' status for days, even weeks! During which time you will make other transactions under the assumption that your available balance is current and reflective of all prior transactions - pending or otherwise. But Noooooo! All of a sudden you will see those pending transactions process and you are left scratching your head looking at a negative account balance that they will happily gift you an additional overdraft fee for.You might be thinking 'Well I can just keep track of my balance with a pencil and a bank log like they did in 1929'. Welllll, kinda. And if you like pencils. And log books. Alot. So here's what's shady....I would transfer money to my CashApp account for example, for gas, to avoid a hold at the pump. My PNC mobile app would then deduct the money from my balance upon transferring it to CashApp, but the transaction would then be in 'pending' status. Sometimes. But not others. And sometimes it may not be finalized for days. I've contacted PNC who, of course deflected responsibility and shifted the blame, citing the excuse that ""it depends on how long it takes their system to communicate with our system."" Good one! Oh, and good luck getting your numbers to match theirs after the dust settles from this days-old transaction. It's so frustrating and confusing and frustrating again that you end up giving up and taking their word that everything perfectly worked out just exactly as it should have no worries needed!  ...Right!I'm thinking like 'well d*mn, what do they mean how long it takes their systems to communicate? Isn't that the whole point of digital online banking? It should be, instantaneous. I mean, we're not hauling the wagons across the frontier anymore folks, what are you actually doing with my money that takes six days digitally to finalize through a computer!? Huh?????So yeah, review over Rant over. I'm done. I'm out. Hope you never get involved with this ""institution."" Good luck!",477,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,a678e68efbad04384ff9c94f627413ea,1,"Believe every one star review here. Our experience was just as horrific. “Sign in with your BBVA username and password…” Yeah, right. It just said to call. My 90 y/o mother had no access to her accounts and could not even see them. We waited on hold for an hour only to be told we had to go to a branch. At the branch they said a PIN had to be mailed. When we finally got that it worked but three weeks had gone by. We saw that when a CD transferred the interest rate went from 0.05% to 0.02%. Horrible to start but they cut it another 60%. Our former BBVA banker said they received zero training in systems or procedures so THEY had to call for help for almost everything including closing the CD. Then they gave us a check that has to be sent for “collection” so they can use the money for another week. Creeps! I hope the whole thing crashes and burns! I moved my business accounts to BofA in anticipation of a nightmare and I’m SO glad I did!",185,Company has NOT responded to this review.,1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,829240f551f05de5fec98086a4193e7f,1,"Ben at the Oaklawn branch in Dallas Texas greeted me when I went into this branch for a simple transaction, to cash a check. Ben acknowledged me when I entered the lobby, said he'd  be right with me.  An Iron Mountain employee (who was there to pick up their shredding, confidential docs), came in AFTER me.   Ben proceeded to take care of/attend their service provider while making me wait.  Ben, & I can only assume, this bank,  has no idea the meaning of CUSTOMER service.  This is disregarding the fact that they began imposing monthly service charges on my biz checking & savings accounts even though I'd been promised I would never have any service charges on my accounts.  If I could give them a ZERO rating, I would.  I'm taking all my money from this bank, closing my accounts, they are THE WORST.",144,Company has NOT responded to this review.,-1,-1,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,c74c76248a2faf279cf1afb1da2be9ff,1,"Beware Credit Card Rewards. PNC started in later December to classify Love's and other such gasoline providers as ""groceries"" instead of ""gas and fuel"" therein cutting the earned reward in half, from 4% to 2%. Called Customer Service to remedy; CSR powerless to do anything. Asked to escalate to supervisor. I hung-up after waiting 10+ minutes.",56,Company has NOT responded to this review.,1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,070128cc99a795fd2a7fde9f365ce56e,1,"BEWARE!!!Do NOT let Domingo Ramirez of the Riverview Florida location, handle your finances, EVER!He sabotaged my account, and made it look like I was preforming wire fraud with my MC account, which I almost was charged of wire bank fraud, because of his ineptness, and now I am barred from ever opening another account with them after being in perfect payment status for over 3 years. Then in less than 4 weeks, my credit score went from 770 to 601.  He is a useless piece of meat, and I believe him to do it all on purpose with an intention to ruin my credit. He was smiling when I was telling the Asst. Branch Manager what had happened while he was standing behind her.Sadly, he STILL works there. Even after I called Corporate and filed a grievance against him.Now today, Corporate calls me back and offers to pay for any fees I accrued for his 'mistake'. I said, ""firing him would cover it"".",163,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,d1f8ef9e067e499e4e6cd3fc45002711,1,BOOOOOOOOOOOOOO,1,Company has NOT responded to this review.,0,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,c28f40846f2f5f8fcda7496b3e4b4888,1,Bought out BBVA (company who owns Azlo) and immediate gave a 1 month notice to restricted money movement and 3 month notice to closure. Absolutely criminal.,26,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,088677780262a0e7e69024e2c2f42410,1,By far one of the worst banks to work with. They have maintenance to systems almost every other day. Customer service is even worst. I definitely look forward to switching soon.,31,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,72193d5b30c527cadf571d27c0b43bb5,1,"By far the worse customer service I’ve ever received. The agents at every rude and disrespectful. When you don’t agree with what they’re telling you, they hang up on you. It’s really sad because I just opened my account. I asked simple questions for example, what are processing times, I was planning on using this account for direct deposit but never mind. I’m going to clear my balance and close the account. Asap",73,Company has NOT responded to this review.,0,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,fa2cd48731060913edaf5effd14778cb,1,"By far THE WORST bank I have ever came across in my entire life. LET ME TELL Ya all my story. I was. Bbva customer before they switched to this piece of crAp of a business bank, had I known they were converting I would have never opened an account. Long story short I dispute something making my account negative 200 dollars to be told my info never got transferred from bbv so basically screw me and have to stay with negative 200 account that wasn’t my fault abs was nothing but nsf charges that I shouldn’t have had to begin with. So dealing with the phone customer service gof no where and going to the branch was even worse. Finally after weeks of back and forth I got my account down to only negative 92 dollars and 2 days to pay or they were closing my account and not to mention umm after I was given the same dispute 2 times of credit they sent me a letter sAyin the determination of that dispute stuck so I was gonna be negative 174 for a dispute I already won with bbva but they don’t no what they were doin so now they try to make me Account they closed and me have tk pay all this money for something that had nothin to do with them like they told me so now I’m goin to collections for something before they switched but they just want money from me, righr and giving me 2 days to pay a negative balance that I should have never had to pay or beenNegative for I should have been able to start fresh with them since umm it wasn’t there bank and they had no info. That’s fine close the account I’ll be damned if they think I’m gonna be in collections with them after all that bullcrap For a sh!tty ass bank the customer service don’t know shiz In both the branch Andover the phone they should all be ashamed of them selves. Trying to over charge accounts and make upShiz s they go but don’t remember what they tell customers cuz they are hypocrites. Horrible bank to bank from.  Little knowledge and customer service ethic is what y’all need until then y’all be careful bankin with the crooks and pay attention to any thing in ur account they will sneak and steal money from you.pay attention",403,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,eb633d883037f2a0ba44b9965aa6032c,1,"Called PNC 3 times in the last 2 hours.  1st time on hold for 30 minutes.  No resolution.  2nd call after being on hold and talking to someone for over and hour, I was mysteriously disconnected.  The 3d call I tell the person I need to be connected to the FRAUD department.  Instead of connecting me she takes me through the same f******* questions I went through on the other calls and despite telling her this she insists on asking anyway.  After 26 minutes (I screenshot) she tells me she will transfer me.  I ask what department and she says ""you were right...the fraud department""  No kidding.  Now my issue.  I was locked out of my account.  I answered all the security questions and end the end i was told I had to come into a branch.  Problem is I dont live in America which I told the 2nd guy who I'm pretty sure hung up on me.  He tells me nothing can be done which is bullsh*t because this same thing happened to me last year and after 5 or 6 calls someone with a modicum of intelligence figured out I was who I said I was by a series of questions.  I get security but for f**** sake...use some common sense, after all, I cant be the 1st person that has had this issue.",226,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,b8a90c344a959a21110e31e18088caab,1,"Called to get the payoff amount for my house. I talked to Ashley last week who gave me an amount good till March 31, 2022. She advised I call before I write my check to confirm. I called and spoke to Deb who said we don't give pay offs over the phone. I told her but you do because I was given one. She said we can fax it for $20.00  or mail it.  I asked for a supervisor and was transferred to Carmen in the escalation department who proceeded to tell me we can only pay off the mortgage by Wire or Certified Bank Check, which of course costs a fee not incurred by PNC bank.Carmen disconnected my call.   I called back tonight and was told Carmen would call me back. It is now 7:58 pm EST with no call back.   As usual PNC Bank failed again in the customer service department. If you are smart you will pull your money and use a different bank. This isn't the first time this has happened.  As soon as my mortgage is paid off I am closing out my account for good.Do not recommend them and will make sure I tell everyone I know about the AWFUL CUSTOMER SERVICE they give.",210,Company has NOT responded to this review.,-1,0,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,3d7c72c846bd8b1cbcbab42d55ba41d5,1,"Can PNC get any worse? 1) No one is picking-up the phone at 3:00pm??? 2) Not to forget their excessive banking fee: $12.00 to cash a check if you don't have an account with them, even if the personne who issued the check has TWO PNC accounts???",47,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,f7ec57e14940c6f2f8246a08c2f1df48,1,"Can you give ZERO *'s?  Because that's what this bank, P-N-C, deserves.I have banked with them for over 7 years.  Started out great.  Direct deposit, no fees, as promised.Since that time, the company I was with sold due to Covid, and I was out of a job.  So, no money coming in...and thus, no direct deposit.  AND THUS...$15 per month I was and am still being charged for the privilege of allowing P-N-C to use MY money for THEIR interests (loans, raises for their executives, etc.)I have been back to work for a while now and of course I set up direct deposit with this bank that I assumed was fair and had their customers' best interest in mind.  Well, today I found out that I couldn't be more wrong.They have been charging this fee EVER SINCE I lost the previous job, and now they say the ""type"" of account I have does not permit fees to be waived.  The TYPE of account is responsible, and not the greedy humans setting the account policies!  The audacity!So, I guess, no, I know, that this is the end of my ""relationship"" with this financial institution which is now being run more like Bank Of America these days...that's not a compliment.  B-of-A has long been the model of how NOT to do banking, and PNC is following down that same shady path.If you are reading this and share in this experience as a PNC customer, or if you are considering which bank to LEND your money to, there are WAY BETTER banks out there.M&T Bank does not charge a fee, regardless of direct deposit; neither does CNB Bank, and I'm sure there are others.PNC flat out sucks, in this person's opinion.",288,Company has NOT responded to this review.,1,1,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,f5644f3d2d015ae47cf49acd968a8643,1,"Can't get a human on the line, won't answer email. Won't be moving my $ here.",16,Company has NOT responded to this review.,0,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,016e68058275968df06e91c8318b8278,1,Can't get anyone at the branch to pick up the phone. Called the 888 number and was on eternal hold. I was much happier with BBVA. JUST LOOK AT ALL THE CRAPPY REVIEWS ON HERE. They need to get their customer service #@%& together.,44,Company has NOT responded to this review.,-1,1,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,affe613c20df1f41abbde968cc701fb4,1,"Can't get my money out! Lengthy verification process each time I call, and get wrong information, Interest earned is not paid and cannot be used or withdrawn until the end of the month. Plus limits on withdrawing of $10K/mo. This was a savings account, but they treat it like a CD. You have to wait 2 days to talk to a supervisor. The website logs you out and there's no link available to log back in. It's a nightmare online, on calls, and to withdraw. Plus their interest rate is a point less than elsewhere.",95,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,68fa930a3dc1622dd992c7fe3046404a,1,"Can't pay credit card bill by phone / automated system without entering your routing number and account number? That's not safe to carry that around everywhere. They also shut my car down when my payment was late, even though it was only $100, late by one week,and I had a $7,500 credit limit. ",53,Company has NOT responded to this review.,0,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,ebe5c59ceb9c6f3a57ed5a6e201d6e08,1,"Car dealership arranged a loan for our new truck through PNC Bank.  We had never used PNC Bank in the past.  When you schedule payments, you get ZERO confirmation of the scheduled payment.  No email, no indication on the website a payment is pending, nada!We scheduled the final payment on our auto loan for Tuesday of this week. It's Thursday, so I went to log-in to see if the payment cleared, and it appears PNC has cancelled my account (since I paid-off the loan)!  Attempting to get into my account via password reset doesn't work.  What a waste of time!  I'll probably have to get a lawyer and sue PNC Bank just to get the lien-release letter!  Under no circumstances would I use PNC bank again, or allow a car dealership to arrange a loan for me through PNC Bank.  ",140,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,a1da4fc49fd87960c4251da96fa78e97,1,Card continues to be put on hold with small charges made to card and can’t ever get ahold of someone/they put me on hold for HOURS while I’m stranded and in need of my money that is on my card. They don’t notify you either if it’s being put on hold/if they lock it.,54,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,a2366e5792d86631e98db0bfe8a34464,1,"Charged 25.00 monthly charged out of the blue fee when I did not go below the 500.00 balance in accounts. Was able to get the first one taken off in Nov. 2022 took an hour and a half,  online PNC chat, terrible software they use or whatever it is called, (very outdated). However, PNC charged me again in Dec. Frustrated this happened again, I tried to get it taken off online, online chat,  told me to go to bank.   I am sick and contagious so I wrote a letter explaining the error in detail,  forced myself to drive to local bank and give through drive through teller. Manager came over speaker told me I needed to make an appointment to come inside and talk with her to get the 25.00 taken off. I have not made the appt. yet, because I'm still contagious.  I have been banking with Compass and BBVA since early 1990's, around 30 years. Never wrote a bad check and keep well over the 1000 in every account. I should have never been charged the 25.00 in the first place. But this is what I am dealing with now, like hundreds of others according to the complaints I've read. I just do not understand why customers have to go to great lengths to get PNC to correct their mistakes. This is WRONG!",225,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,5f85e5c463b7a7324626f9cefaf89a9d,1,Closed my account without any prior notice.  Do not bank with these people for any reason.  Horrible customer service....,19,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,de6b1fb18c27f518bef5b6b25f759535,1,Closed my credit card after a year of having for arguing with a manager. Consumers beware of this shady bank,20,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,658196b73fe12d935607a33e4fc66204,1,"Contacted Pnc customer service because I’m traveling and can’t log in to my online banking because I can’t receive a one time passcode to my US phone number. Did all the verification process. I asked if I can get the code to my email instead she said no. The representative was unprofessional, rude and useless. When I ask her to speak with a supervisor she hang up on me. I want a call back from a supervisor to put a formal complaint in. Now I’m stuck at the airport with no access to my money.",95,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,92be4f514c76cab65fd6625d4ff74e42,1,"Control is what they are all about,as long as they have control they are cool with only one open brach on the weekend,they are ok with staff members being rude to the point of placing someone in front of me in line like I did not exist all because I was the only minority in the branch at that time said he didn't even see me. I'm blown away they also wanted to charge me 77$ to have express funds deposited into my account from a vendor we do Business with all the time and they know it. It's disgusting the cashier was rude.",104,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,7e59954df2513630b75b1946ab89c0ac,1,"Convenient locations but different customer service agents tell you different answers. Spoke with 3 people over the last week of when I should receive my debit card I ordered last Tuesday. The first person said it should only take 5-7 days, the second said 7-10 days and the third said 5-7 days or 7-10 days. But if you look on Google it says 5-7 days. So extremely inconsistent answers to the same, simple question. The second and third customer service agent also tried putting the blame on the post office. But it is PNC's fault for not putting tracking on a debit card being sent through the postal service. The postal service has enough issues but sending a small envelope from the corporate office in either cinncinnati or Cleveland where they process the debit card to just outside of Pittsburgh takes up to 10 days? That's entirely not on the postal service, because you can receive a postal package from California in less then 10 days. That is 100% the responsibility of PNC for sending a debit card that way and giving customers inconsistent answers of how long it should take. Absolutely absurd and disgusting for a debit card to take up to 10 days to be delivered. ",208,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,06fbe3f2af348d8a4d652f641e17c4c5,5,Coy is the most amazing employee PNC bank has. He fixed an issue I’ve had for over a week. May God bless Coy.,23,,1,1,1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,6866b53aadc37f04fa84caaf8e6d9cc8,1,Current customers this bank is horrible and not competent. I cant pay my car payment from my bank account anymore because th bank said the money was not there when it clearly was and showed it in my account. I have money in my bank account it will not let you pay bills if its over a certain amont with out me calling them even hough th money is in my account its my money i should not have to call them to pay my bills with my money. This bank is the worst bank i have ever had go to a different bank not this one.,107,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,5567db8d88301909a590ebcaafd3389b,1,"Customer service at the local PNC branch in Alexandria, VA is very terrible. Yelled at by the teller for no reason other than the fact that the person at the counter has a really bad attitude.",36,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,204e85ff6fabc85ad70cdca62facd5f0,1,"Customer service for PNC online banking is atrocious. When I called their main line with inquiries concerning my checking, the voice command claimed that the level was excessive and that I would have to wait for more than 20 minutes. I was on wait for about an hour the two times I called, and when you finally get through to customer care, the employee agent kept saying they can't hear you and hanging up.",74,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,cf56123d76fced91fcdfb9aebdbe22cb,1,"Customer service is a major problem for this company. They added a flood insurance policy to my account because they said that I did not have flood insurance.   When I tried to prove that I did, they were rude and were unable to rectify the problem.  This bank is not trustworthy.  They do not do what is right (or honest) for there customers.",63,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,4ed8abfdd8ccd8250664f94046232956,1,Customer service is bad as it gets with their online account. If you don’t believe me.  Give them a try. Lol.,21,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,89ca9439b1fc2aba722d31afb43e4297,1,"Customer Service is non-existent. Went to the bank to ask them to send me a debit card. Received a PIN number by mail, but never received the Debit card. Customer service is unreachable by phone. After an hour of waiting, I did get an answer once on the phone- it was to the Spanish service (luckily I speak Spanish) who told me that I was probably sent over to her because they were overflowing and proceeded to put me back on hold. Attempted using Twitter PNC customer service with no answer. No idea how this bank is in business.",99,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,577aac958cf66f6f5212856060936a1e,1,Customer service is terrible. Every person I talk to gives a different answer and nothing gets resolved.,17,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,5614f8b3b7700517044342d958738d3c,1,"Customer service is terrible. I have called the branch on F to M 1960 six times, I am told a representative will call me back and they NEVER CALL BACK. I wish I never opened an account with PNC Bank. I am looking for a different bank.",47,Company has NOT responded to this review.,-1,-1,-1
