Company,Domain,Number of Reviews,Trustscore,5 stars reviews percentage,4 stars reviews percentage,3 stars reviews percentage,2 stars reviews percentage,1 star reviews percentage,Review Stars,Review Comment,Company Response
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Quick and efficient. ,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Very welcoming, clean branch, easy to process paperwork, solid communication",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Quick and easy! You guys were awesome! Thank you!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Judy was professional, informative and respectful!  Great job!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Excellent customer service!Very knowledgeable staff.Highly recommended!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Very knowledgeable customer service people.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Spectacular, thoughtful customer service!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"I opened a new account with Evergreen Credit Union in South Portland, Maine in June 2022 and am so happy I did.  I received excellent service and help from all of the employees here, especially Chesley and Heidi.  I look forward to many years with this company and thank you all.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"I ordered a Toyota RAV4 Prime in late winter ""22 and applied for a car loan from Cassandra Hanson at the Riverside, Westbrook office. She OK'ed my application with a 2% interest, but the loan could not be finalized until delivery of the car, which took place around May 22. In the mean time interest rates had gone up, but she convinced the upper management to let her keep the interest at 2%. I appreciate the keeping of promises.Sincerely, Stig Ammentorp",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Excellent customer service!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Thank you for helping me very much appreciated,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Our experience was wonderful from the very firstPhone call til the day we signed for our loan. Everyone was courteous and helpful. Jennel Berry was our loan officer she was so helpful, efficient and very knowledgeable!!! Great job!!!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,4,"Overall a decent experience. My biggest complaint is the slowness of the company in general. I sat up to Camping World for hours thinking it was them that was the issue but it turns out it was this credit union. Nothing was said until almost three hours later that the loan initiator did not have all the information. Three hours I will never get back. But after that he really stepped up to make sure things flew through. On the billing side of things...also super slow. Just got my info to pay my bill 4 days prior to the due date, Makes me nervous...I always pay my bills well before they are due. But the web site is pretty awesome and easy to set up. Overall not bad just slow on things I think should be addressed as being quicker.Thanks!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Great customer service. Excellent bank!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,The service and assistance I received last weekend was stellar... thank you!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Had a very good experience with Karen.  She was thorough, explicit in explanations, and very personable!  Excellent customer service!We could not have asked for better service!Thanks so much, Karen!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Paul was very helpful. Thank you!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,3,"Quick and helpful assistance. However, my account password was not asked for.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,This issue is still on going. So I’m waiting to see the end result,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I needed help with my account today and Sean/Shawn (sp?) was extremely helpful. He listened to my problem and let me know he was going to look for further assistance. He resolved my issue in a timely and professional manner. I am very pleased with the service I received today.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Staff is the most helpful knowledgeable of any I've dealt with, they always greet you with a smile and do everything they can to help resolve any problems you may have I would highly recommend egcu for all of your banking needs",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Bailey was friendly, professional and very helpful. I needed documents emailed to me quickly and she delivered.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Bailey understood our online issue and fixed it immediately,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Every time I call the Portland branch, the customer service is absolutely amazing! They are always friendly and willing to help.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Paul handled this like a champ! Many thanks for the convenience he afforded me,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I worked with Stephanie Wilkinson and she made the loan process a breeze! After we spoke on the phone she provided everything I needed via email and she was able to send me the signature loan documents securely via email.  I was able to complete the loan process without leaving my house. It was one of the best experiences I've ever had securing a loan. I would absolutely recommend Evergreen Credit Union!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Excellent customer service..they are right on top of things,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,4,"Found out the hard way that business debit cards are set by default to allow you to go negative for basic in-store purchases vs normal debit cards that would deny the purchase. Lead to two $32 ""convenience"" fees for going -$11. Doesn't feel very convenient but at least they reversed one INSF fee for me. They also removed the option that allows the card to go negative for those basic in-store purchases.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"I called Evergreen Credit Union today with two issues. I spoke with Bailey Willerson who was very helpfull. The first was resolved quickly, the second was a problem that she herself had never encountered. She put me on a brief hold and found someone who could. She then came back to the phone and introduced Paul. Bailey displayed excellent customer service skills!!! Thank you Bailey and Paul!!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I've been with Evergreen since 2010 and they've always been helpful and attentive. Their mobile banking is easy to navigate and their Fraud Protection department is quick and thorough when my card had been compromised. They're always professional and happy to answer any questions regarding my accounts. I would recommend Evergreen CU to anyone.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Thank you member services for helping me find some very old checks from years ago to help me avoid having to pay them again.  Anne and Sean were a great help!!!!!JW,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Good afternoon, I needed help locating ( a former owner’s check) a cashed check from almost a year ago..Paige, was extraordinarily helpful and patient! Her customer service was exceptional!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Excellent service. Quick and efficient. All my questions were answered timely. Great service for a brand newMember,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Great customer service & friendly folks.  Everything was fully explained and easily understandable.  Thank you!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Isaiah Wright is my loan officer. Very helpful, professional and well informed.Fantastic experience and done very efficiently. Can't say enough good things about him. Appreciate his thoroughness and great suggestions. Ona report card the grade would be A++. Thank you. Abigail Parker",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I thought the customer service that we  got  from Karen Durling at the Naplesbranch was Excellent. She straight forward in explaining things. Evergreen Credit Union Is what i like about doing business with them.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Everyone involved was helpful, and speedy with the process. Very pleased with how easy the process was. Thank you",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Member services rep Julia Leighton has gone above and beyond for me several times, and was even able to request a review of my specific concern by a VP of the institution!  I am extremely satisfied with all of my dealings with her!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"The loan process was fast, easy and professional. The person that handled the transaction was terrific and offered to help refinance any other loans if we were so inclined. ( we did a few weeks later)On a scale of 1 to 5 a definite 12!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Couldn’t be happier with our experience with EGCU.  Helpful and courteous. Best in the business.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,The team at Evergreen that assisted with the PPP loans was tremendously helpful. The process was made easier and they were there to answer any questions. Good work and greatly appreciated.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Service was great. Very helpful and carring about your situation.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Isaiah Wright was extremely helpful and responsive throughout the entire process. 10/10 would recommend him for any kind of loan assistance. Thank you!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Karen and all the Evergreen staff were amazing to work with for my vehicle loan. They went above and beyond to make this a fast and easy process.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,My experience was amazing. From the moment I started the loan process Karen took charge and got it done faster than I expected. Great bunch of people at ECU,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Everything always goes smoothly with Evergreen!Great people. Cassie Bernier is just the best to work with! We have worked with her multiple times, she always makes things go smoothly!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Things worked out great. The loan officer was very knowledgeable  and courteous.  Also explained my loan good.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,2,"In general the process was ok, but there was always an excuse as to why the girl that was helping wouldn't call me back. I also thought I opened a checking account on line, i even requested a debit card.. so when I went to the bank for the first time afterwards I asked why I hadn't received my card and I was told my account was just a savings and for the loan I have. I asked her to please change it to a checking account she told me she couldn't do it but she would have someone contact me within a couple of days. It's been almost 2 weeks and I'm not longer interested in changing banks.",Company has responded to this review.
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Thank you for all the hard work love having Evergreen as our banking.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Isiah was extremely helpful with my loan. The entire process was quick and so convenient.Very satisfied with the service I get with all the Evergreen staff.Thank you Cindy Jennings,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Excellent service or must say outstanding.  Isaiah is the best and everybody is so helpful.  So glad we found you.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,4,We truly enjoy doing business with Evergreen.  The staff is always helpful and quick to get back to us.  The small community aspect of the offices and knowing the people we deal with makes our business with them much more enjoyable.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"As a longtime member of ECU, I have had an outstanding experience with this institution.Recently, in the midst of a nation wide automobile shortage, I found myself in need of a vehicle….quickly.  Murphy’s Law.   While shopping, I found that inventory was changing hands within hours.Amanda Southworth assisted me in this process, after reassuring me that we would get the job done.  She proved incredibly nimble in this fluid market, offered great advice and remained very responsive.  I was able to shop for a vehicle with confidence. An invaluable thing when dealing with the occasional less than reputable sales types in a sellers market.   We did in fact get the job done the very next day.After two mortgages, and now two auto loans, I could not recommend ECU enough.  My longtime relationship with Cathy any most recently Amanda, leaves me feeling they are both banking rockstars.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Great loan service, quick and easy. Sometimes a bit of a wait on the phone for general help.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Sean was very helpful and efficient in helping me with all my issues. I’d like to sincerely thank him.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Very Great Cassandra was excellent and always answered calls and emails as well as helping with solve problems when getting a loan and wasn't like other banks.  Definitely going through again when needed!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"So very thankful for all the time, effort, and professionalism shown to me while processing my very first commercial loan. Cannot recommend Evergreen Credit Union enough.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Anne retrieved info I needed and was wonderful to work with.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I had an issue with my debit card and had to call member service late in the day. I received a prompt call this morning with a resolution.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Danielle was awesome!  Very responsive and everything was very easy!  Thank you.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Danielle at the Windham branch was most knowledgeable and helpful in us obtaining our boar loan at Richardson's Marina.  Team effort well done!!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Isaiah made getting a car loan easy. He was very nice and professionalRegardsJill,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Everyone is always very polite and helpful!  I have never had a bad experience at Evergreen.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Isaiah Wright in the loan department was very thorough and efficient.  The process was easy and seamless.  Applied online in the morning and closed in the afternoon.   I would highly recommend.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Love this credit union have been with them for years,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Evergreen made the whole process of getting my boat loan so easy and fast. Applying online was simple, and after a few hours and one phone conversation, everything was approved and ready to go. They also had a great rate & term that other local lenders could not beat.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Easy process, had all info and paperwork ready...never a bad experience with Evergreen",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"The experience was incredible. I called to inquire about a loan and had a few preconceived ideas of what I was thinking for a rate and a timeline. I had a short conversation about my needs and expectations and was reassured that we were in line with each other. After a 5 minute phone, I was sure that I could get a rate that I wanted for a time duration I expected and had an appointment on a Saturday morning as soon as the doors opened. After 10 minutes I had a check in had to go purchase my vehicle and confident that the loan was everything I expected. The rate was better than the dealerships I had been dealing with and was in my new vehicle by noon.If my other experiences buying a vehicle were ever this great I would want to buy a new vehicle every year.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"The process was easy and just when I thought things may fall through due to timing, the EGCU team went the extra mile to make sure this got done.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,The customer service that my husband and I got from the applying process to the closing of our RV loan was fantastic.  We would both highly recommend this credit union.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,It was a very simple process. I contacted the loan department on the weekend if somebody returned my call on Monday. We did a lot of email correspondence and it was all done in a timely manner. Any questions I had were answered rather quickly. I would recommend them to anyone looking to do financing with Evergreen Credit Union,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I had an excellent experience with Alice the manager while getting my loan confirmed.  It was a lengthy process but got to know the core of the credit union.  I would go with them with another loan if the opportunity should arise again.  Chris,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Kasie, saved my life by walking me through the Evergreen app registration and then finding me a shared credit union in the state I was visiting. Kasie has a love for people and a passion for service. Thank you Kasie. Warm regards Rev. Lt. George Van Syckel USCG ACS",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Outstanding customer service.  We were guided expertly through the loan process in this confusing time of COVID.  Our loan officer, Alice Goodwin,   made the whole process understandable and so easy.  Thank you so much.  We look forward to many more years with Evergreen Credit Union.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Heidi was awesome!  I've worked with her for many years, she always makes everything so simple!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I moved to the area 18months ago. Then Covid hit. I was using my old credit union and struggling with the long distance. I chose Evergreen for no particular reason except they were not a National Bank and were local. I have not regretted it at all.The staff are all friendly and helpful. After opening the account I started slowly using them. I wanted a new camper and asked about a loan. They made the process so easy. I secured a loan with them. Just last week I decided to switch my direct deposit and move all my banking needs to them. I have been with my old bank for over 20yrs and am usually loyal. Looking forward to using Evergreen for my next loan.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,4,"I applied for an auto loan and was helped quickly, Stephanie Wilkinson walked me though completing the loan and was excellent to deal with.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"My experience was great. Stephanie made the process easy and was very attentive to us, making the process simple. Very much appreciated.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Evergreen made the process of getting our boat loan very easy.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"I just want to say that this was the fastest service in my time of need. My transmission went in my truck and was very expensive, I didn't know how i was going to pay for it. so, I emailed Danielle Dulac whom I have dealt with before and BOOM loan got approved, check written to the dealership with in 72 hour! NOW THATS WHAT I CALL CUSTOMER SERVICE!!!fast, friendly and spot on!!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"I applied for a loan online and the next day received a phone call, we worked out the terms and conditions of the loan then I drove to ECU picked up the check and bingo...done! They made the process easy.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Always personable fast and friendly Service.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Great bank, great service!!! My forever bank!!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,This is the best financial institution I have ever had. They have always been about me and helping me get to a financial place. Always friendly and professional. Love Evergreen Credit Union and the employees.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,1,Terrible. Really bad I think I should do business with someone else,Company has responded to this review.
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,My questions were answered promptly. Everyone was courteous. I have always been happy with Evergreens service.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I’ve been with Evergreen Credit Union for close to 40 years and they are still the best.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I have been a member of the credit union for over 15 years.They have always treated me like a great customer and have always been supportive to my financial future and dreams thank you for all your help and support,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Evergreen has served our family for many years!  They are always friendly and there when we need them,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Bank is great been there for 20 years plus.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I joined Evergreen Credit Union over 30 years ago and have benefited from their innovative growth of services along the way.  I highly recommend their core values of dedication to members and depth of knowledge to share with any financial situation.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,From transactions at their drive up windows to commercial business banking and every service in between EGCU and their staff are hands down the best banking experience I have had in 40 years! Thanks to the entire staff!!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"The loan process with Evergreen representative Taylor was seamless, she couldn't have made it easier if she tried. She called to let me know our loan was approved, what documents she needed and before I knew it we were signing away. Thank you for making our dream of a larger camper possible.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"I have been with Evergreen since the early 80s when it was SD Warren Credit Union. Accounts, loans, member services - it all excels. I will never bank anywhere else and recommend it highly!!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"My wife and I both reached out to our respective bank / credit unions for quotes on this camper loan.  Not only were the rates higher with our institutions, the application process was more burdensome, and we were presented with less options for the loan.  We were very impressed with the responsiveness of Evergreen, the rate and the terms.  We will do additional business with Evergreen in the future based on this experience.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"We recently secured a business loan and was amazed at how easy the staff in the commercial loan department made the process. Every email and phone call was quickly responded to. The staff is knowledgeable and very willing to spend whatever time was necessary. As a result of our experience, we will look to Evergreen first for all of our future business banking needs.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,As usual customer service was excellent. I could not open an additional account online so used the message feature to communicate with ECU. Paige responded and had Cassie call and she was able to set the account up over the phone. I was expecting to go to the branch so that made my day. Alway friendly and professional customer service at ECU.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Evergreen credit Union has done everything and more for me than any bank could do and has cost me less to do it. The staff is amazing and helpful and knowledgeable. They go above and beyond to help me accomplish my life goals. Of course you have to meet the banking criteria but once you develop a relationship with the staff at evergreen credit Union they will bend over backwards to work with you. I changed every account I have both commercial and personal to evergreen a long time ago and saved a minimum of $1,000 a year right out of the gate in bank fees. The savings have never stopped.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Great customer service. Prompt. Efficient. Polite. Friendly. Everything one should expect.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,The gentleman I spoke with was very patient and very helpful,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Julie was prompt in responding to my inquiries. She was businesslike, kind and informative. She was very patient with me in finishing up forms online.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"VERY HELPFUL,PROFESSIONAL AND FRIENDLY! HIGHLY RECOMMEND THIS C. UNION!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Kacie Cannell was amazingly helpful with an important issue, and she followed through immediately sending me 10 years of bank statements AND home equity loan statements. AMAZING! 5 stars to Kacie",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Sean did an excellent job of getting answers I needed to resolve my need.  He was very professional and polite.  I enjoyed working with Sean,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Good communication. Positive attitude. Ensured follow-up from the appropriate party,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Justin was promt and very easy to work with. Thank you for your kind services.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,great service fast efficient to the point respectful willingness to fulfill my concern request!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Great Customer service! Sean was so helpful. I made an error in my checkbook register and Sean helped me find the error. He was very nice and did not make me fill rushed to get off the phone. I know I could use online banking, but I really enjoy talking to a person. 10/10 would recommend.Great Job!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Needed assistance on transferring money from one institution to another.  I'm so sorry that I can not remember the woman that assisted me on my phone call from your customer service department but she was AMAZING!  Hands down the best customer service I have had in a while.  She took the time to give me the infomation I requested but then went ABOVE AND BEYOND and explained another feature that you had that I was not yet using that she thought might simplify things for me.  IT WILL!!!  She also stayed on the line and walked me through it.  My only issue is I can't remember her name and I would like to give her full credit!!!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"The commercial loan department at Evergreen credit Union is outstanding in every way.First they are real people with a sense of humor and truly enjoy what they do.Next,   they know the business so they are able to be flexible and listen to what the customer is trying to do and help them get thereI have worked with Jere Shaw the VP of commercial lending for years and had an outstanding relationship and many successful deals.Recently I began working with Julie Littell in the commercial loan department and she is creative and thorough and put together a great package for all of my commercial loans.I would highly recommend Julie to landlords and other commercial clients.Rand Clark, MBAPres. Home Rentals & Office Rentals",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Thanks Paige for your excellent customer service! Always kind,and does whatever she can do for me as customer!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"The loan process was quick and easy. Everyone involved was professional, courteous and wonderful to deal with. I will definitely use them again in the future.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"I appreciate you. Thank you for making the extra effort to answer my questions and finding the information I needed. I am genuinely grateful for the time you took and the kindness you shared. I’ve been a customer since I was a kid and your service has been one of the biggest reasons my entire family has stayed customers. (As a recommendation, I would love to see checks deposited independently so I can have a record of individual deposits. This would help me self-serve and help myself manage my accounts).",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I've been with Evergreen for 50 years and have had best service with you.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"I needed some documents for a mortgage that I thought would be difficult to obtain, since I am not online with Evergreen.  My requests were processed with ease and efficiency and took a great weight off my shoulders!  Thank you, Evergreen and Ilea!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,We got charged twice for a purchase so I left a message on my account page to question the extra charge. The first person who responded to my message pretty much said there wasn't anything to be done because it was a debit purchase and I should take it up with the vender to get a refund. This didn't sound right to me so I called the bank and talked with Anne Libby. She filed a dispute on our behalf and got Card Services to initiate an investigation. She was very polite and helpful and handled the issue in a professional manner!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"We have been working with Evergreen for several months on informational seminars for our staff, covering various financial wellness and literacy topics. I am very pleased with the quality of the information provided in these meetings; our contacts at Evergreen are professional and very easy to work with. The staff has had great feedback about the quality of information and the way it is presented. In addition, when it was necessary to pivot from in-person meetings to an online platform, the change was made seamlessly. I am so glad we did not have to pause this relationship until in-person meetings are an option again! I could not be any more pleased about our relationship with Evergreen and look forward to continuing it well into the future.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Very easy transaction, quick, clear, complete",
